# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
4 793 240 1756 1808 645 690 53 46 2438 1 1 1 1 1 1 1
49 666 234 38 65 690 746 28 57 1596 1 0 1 0 1 1 1
13 275 70 49 67 653 673 19 21 399 1 0 0 1 1 0 1
114 169 64 75 96 732 746 22 15 330 1 0 0 0 1 1 1
53 55 29 1258 1266 691 699 9 9 81 0 0 0 1 1 0 1
240 44 34 1183 1198 759 763 16 5 80 0 0 0 0 1 1 1
72 42 26 989 1000 713 720 12 8 96 0 0 0 0 1 1 1
45 36 17 1273 1279 686 692 7 7 49 0 0 0 1 1 0 1
38 33 29 50 64 684 686 15 3 45 0 0 0 0 1 0 1
219 31 31 769 792 752 753 24 2 48 0 0 0 0 1 0 1
141 30 17 304 311 737 743 8 7 56 0 0 0 1 1 1 1
104 28 28 751 754 730 745 4 16 64 0 0 0 0 1 1 1
243 25 14 1241 1247 760 764 7 5 35 0 0 0 0 1 0 1
121 24 20 620 625 732 743 6 12 72 0 0 0 0 1 1 1
189 22 15 1024 1028 746 752 5 7 35 0 0 0 0 1 0 1
70 21 18 752 754 711 719 3 9 27 0 0 0 0 1 0 1
117 18 15 111 115 732 738 5 7 35 0 0 0 0 1 1 1
198 18 18 86 96 749 753 11 5 55 0 0 0 0 1 1 1
113 16 16 70 71 732 744 2 13 26 0 0 0 0 1 0 1
202 16 13 983 988 749 754 6 6 36 0 0 0 1 1 1 1
231 16 16 722 734 755 756 13 2 26 0 0 0 0 1 0 1
87 15 14 643 650 725 728 8 4 32 0 0 0 0 1 1 1
199 15 15 849 857 749 751 9 3 27 0 0 0 0 1 1 1
102 14 13 615 618 729 734 4 6 24 0 0 0 0 1 1 1
153 13 10 104 106 739 744 3 6 18 0 0 0 0 1 0 1
36 12 11 865 869 683 686 5 4 20 0 0 0 1 1 1 1
235 12 12 633 643 758 759 11 2 22 0 0 0 0 1 1 1
129 11 11 1016 1020 733 736 5 4 20 0 0 0 1 1 1 1
191 11 11 1005 1007 747 752 3 6 18 0 0 0 0 1 0 1
122 10 9 4 8 733 736 5 4 20 0 0 0 1 1 1 1
228 10 10 743 752 754 754 10 1 10 0 0 0 0 1 0 1
229 10 10 758 767 754 754 10 1 10 0 0 0 0 1 0 1
31 9 9 1283 1284 679 686 2 8 16 0 0 0 0 1 1 1
52 9 9 777 785 691 691 9 1 9 0 0 0 0 1 0 1
190 9 9 583 591 747 747 9 1 9 0 0 0 0 1 0 1
89 8 8 817 821 725 728 5 4 20 0 0 0 1 1 1 1
167 8 8 160 166 744 745 7 2 14 0 0 0 0 1 1 1
11 7 7 1282 1282 652 658 1 7 7 0 0 0 0 1 0 1
120 7 7 612 613 732 735 2 4 8 0 0 0 0 1 0 1
134 7 7 120 123 736 737 4 2 8 0 0 0 0 1 0 1
