# label area perimeter xmin xmax ymin ymax
1 281 120 766 826 174 181
4 4431 631 1303 1468 269 356
28 267 110 1694 1746 298 307
34 45 38 1775 1792 304 311
41 1 1 1796 1796 311 311
53 1 1 1802 1802 323 323
76 9 9 587 594 383 384
77 1637 305 255 402 384 402
82 157 73 592 632 387 392
94 1 1 1805 1805 1008 1008
95 1 1 1804 1804 1009 1009
96 123 78 1763 1802 1010 1017
