# label area perimeter xmin xmax ymin ymax
464 2 2 1652 1653 930 930
465 4 4 1703 1705 931 932
466 1 1 1713 1713 931 931
467 3 3 1728 1729 931 932
468 5 5 1724 1726 934 935
469 4 4 1696 1699 935 935
470 1 1 1708 1708 935 935
472 2 2 1628 1629 936 936
473 2 2 1705 1706 936 936
474 15 15 1411 1424 939 940
475 3 3 1637 1639 939 939
476 2 2 1716 1716 940 941
477 3 3 1727 1729 951 951
478 1 1 1724 1724 952 952
479 3 3 1720 1722 953 953
480 6 6 1713 1718 954 954
481 5 5 1763 1767 954 954
482 2 2 1736 1737 955 955
483 1 1 1705 1705 956 956
484 3 3 1729 1731 957 957
485 1 1 1711 1711 960 960
486 2 2 1766 1767 962 962
