# label area perimeter xmin xmax ymin ymax
502 366 128 1331 1366 407 437
506 2 2 1433 1433 410 411
507 2 2 1883 1883 411 412
508 2 2 1877 1878 412 412
509 84 38 242 256 413 423
510 1 1 1404 1404 413 413
511 17 14 1869 1874 413 417
513 36 35 1405 1409 414 439
520 200 103 1866 1876 418 465
530 7 7 1403 1404 430 434
532 58 38 303 321 432 440
535 2 2 635 635 441 442
536 15 15 1405 1406 441 451
537 5 5 637 637 446 450
541 82 65 231 244 452 469
542 111 70 632 637 452 485
543 46 26 1383 1389 453 462
547 5 5 1409 1409 456 460
550 1 1 245 245 459 459
552 30 25 1890 1901 460 466
554 16 15 1905 1911 462 467
557 1 1 1408 1408 463 463
561 36 36 0 1 467 486
562 1 1 1408 1408 467 467
563 14 11 1889 1891 467 471
565 19 18 1917 1919 467 476
568 8 7 1895 1898 471 473
570 1 1 236 236 473 473
571 1 1 1388 1388 473 473
574 1 1 1886 1886 474 474
576 1 1 1892 1892 477 477
577 1 1 1895 1895 480 480
578 1 1 78 78 481 481
579 2 2 84 85 482 482
580 1 1 1897 1897 482 482
581 163 57 1898 1919 483 496
584 53 42 630 633 486 508
585 3 3 1407 1407 486 488
586 1 1 234 234 488 488
587 1 1 231 231 490 490
588 4 4 1407 1407 493 496
590 19 19 1405 1406 497 514
591 3 3 196 196 503 505
592 7 7 1566 1567 503 506
593 39 24 1908 1919 503 506
594 1 1 167 167 504 504
596 3 3 178 180 505 505
597 3 3 187 189 506 506
599 26710 4393 0 616 514 742
601 48 33 628 632 514 530
603 11 11 24 31 516 517
607 21 21 1405 1407 517 530
608 45 24 1911 1919 517 524
611 15 15 49 60 519 521
636 4 4 1847 1849 529 530
642 354 164 1111 1141 532 568
647 16 16 1911 1919 534 537
651 9 9 627 628 536 541
652 27 23 1089 1091 536 547
658 5 5 1405 1406 538 541
659 20 17 1832 1837 538 544
661 272 97 1547 1576 539 552
669 1 1 1908 1908 541 541
670 1 1 1912 1912 541 541
671 1 1 304 304 542 542
672 5 5 308 312 542 542
674 29 19 1772 1778 542 548
676 9 9 1914 1919 542 543
677 4 4 0 1 543 544
678 4 4 626 626 543 546
683 1 1 1577 1577 546 546
684 2 2 1727 1728 546 546
688 1 1 1111 1111 547 547
694 3 3 1779 1780 548 549
696 1 1 1593 1593 549 549
697 9 9 1781 1786 550 551
698 2 2 1791 1791 550 551
699 1 1 1144 1144 551 551
700 18 17 1709 1718 551 554
701 1 1 1089 1089 552 552
702 5 5 1097 1100 552 553
703 3 3 1107 1109 552 552
704 35 35 1165 1166 552 569
709 431 245 1410 1493 553 601
710 13 13 1792 1801 553 554
711 130 74 1089 1101 554 579
714 3 3 1574 1576 554 554
715 1 1 1667 1667 554 554
717 106 63 1743 1771 554 561
722 13 9 1834 1838 555 558
723 166 64 1536 1561 556 569
725 3 3 1803 1805 556 556
730 2 2 1596 1596 557 558
739 362 192 1652 1719 559 592
740 1 1 624 624 560 560
742 5 5 1816 1820 560 560
743 7 7 1825 1831 560 560
746 1 1 1727 1727 561 561
747 1 1 1815 1815 561 561
748 127 63 612 623 562 585
753 2 2 632 632 563 564
754 2 2 1578 1579 563 563
756 20 20 1772 1786 563 564
759 1 1 1564 1564 564 564
763 16 16 1140 1142 565 575
765 2 2 1424 1424 565 566
766 228 62 1622 1640 565 581
769 2 2 1127 1127 566 567
770 3 3 1403 1403 567 569
771 388 91 1547 1573 567 593
775 502 172 1571 1605 568 608
777 1 1 1729 1729 568 568
781 30 22 627 631 569 578
800 1 1 586 586 575 575
806 2 2 1101 1102 576 576
807 33 24 1137 1139 576 586
808 12 12 1402 1403 576 586
811 3 3 1614 1616 576 576
814 1 1 1742 1742 576 576
816 1 1 421 421 577 577
818 1 1 1573 1573 577 577
821 1 1 369 369 579 579
826 4 4 632 633 579 580
827 16 13 1052 1057 579 582
831 1 1 1157 1157 580 580
834 1 1 1579 1579 580 580
836 12 10 724 728 581 583
839 3191 961 630 781 582 661
843 1 1 662 662 583 583
845 7 7 1859 1861 583 585
852 1 1 1157 1157 585 585
854 2 2 296 297 586 586
855 27 19 347 351 586 593
859 1 1 692 692 586 586
860 1 1 847 847 586 586
867 10 9 1032 1036 587 589
868 491 135 1019 1055 587 620
869 18 13 1103 1108 587 592
870 9 9 1134 1136 587 590
871 1 1 1406 1406 587 587
878 1446 356 1115 1177 588 661
879 1 1 1407 1407 588 588
883 1 1 1145 1145 589 589
886 1 1 2 2 590 590
889 4 4 779 781 591 592
891 8 8 1382 1384 591 596
894 1 1 1742 1742 592 592
897 160 90 782 817 593 607
898 60 37 1683 1690 593 611
902 2 2 1157 1157 594 595
904 282 114 818 860 595 612
905 6 6 1019 1021 595 597
906 2 2 1093 1094 595 595
910 4 4 1095 1096 596 597
917 32 22 289 298 598 601
918 7 7 617 618 598 602
920 4 4 839 841 598 599
922 1 1 1055 1055 598 598
924 1632 440 1284 1387 598 664
930 1 1 404 404 599 599
932 1 1 649 649 599 599
934 14 13 1014 1018 599 603
935 2 2 1148 1148 599 600
937 1 1 1514 1514 599 599
939 1 1 1861 1861 599 599
941 19 14 1405 1411 600 603
942 1 1 1507 1507 600 600
943 1 1 1519 1519 600 600
944 41 29 1532 1545 600 604
947 4 4 1067 1067 601 604
950 2 2 1520 1521 601 601
951 1 1 1525 1525 601 601
955 23 15 402 406 603 608
958 1988 404 857 1011 603 639
961 1 1 1061 1061 603 603
966 1 1 1112 1112 604 604
968 49 23 334 342 605 611
978 1 1 1166 1166 607 607
980 1 1 1577 1577 607 607
981 1 1 631 631 608 608
983 89 53 377 391 609 619
985 2 2 681 682 609 609
991 29 18 634 641 610 613
993 1 1 736 736 610 610
994 79 44 1012 1025 610 620
995 16 16 1058 1066 610 614
996 21 14 1288 1291 610 615
997 1 1 1869 1869 610 610
998 1 1 1906 1906 610 610
999 18 18 742 743 611 624
1002 1 1 428 428 612 612
1005 1 1 1052 1052 612 612
1018 8 8 422 423 615 619
1019 2 2 735 736 615 615
1021 1 1 427 427 616 616
1023 436 194 1250 1291 616 642
1024 280 84 1899 1919 616 634
1030 54 32 1067 1081 617 620
1031 4 4 1177 1177 617 620
1034 6 6 0 1 618 620
1042 1 1 1026 1026 619 619
1045 4 4 1577 1577 619 622
1046 3 3 1892 1894 619 619
1048 9 9 392 394 620 624
1052 13 10 645 650 620 622
1057 306 121 1052 1096 620 638
1059 1 1 1278 1278 620 620
1062 12 12 6 11 621 622
1065 5 5 401 403 621 622
1066 3 3 407 408 621 622
1070 86 51 627 634 621 642
1075 21 20 1289 1295 621 630
1077 1 1 1411 1411 621 621
1078 6 6 1682 1684 621 623
1079 2 2 1742 1742 621 622
1080 2 2 1874 1875 621 621
1091 1 1 1276 1276 623 623
1094 19 13 1712 1717 623 626
1095 46 35 1730 1748 623 628
1096 24 24 0 1 624 635
1102 44 32 1123 1130 624 637
1105 7 7 1560 1561 624 627
1108 1 1 252 252 625 625
1109 1 1 256 256 625 625
1111 1 1 638 638 625 625
1115 2 2 639 640 626 626
1117 6 6 1172 1177 626 626
1119 18 17 1622 1626 626 632
1120 1 1 399 399 627 627
1122 4 4 1817 1818 627 628
1123 10 9 1825 1829 627 629
1125 3 3 742 742 628 630
1126 56 42 752 769 628 633
1127 13 10 770 773 628 631
1129 10 8 218 221 629 631
1131 9 9 486 493 629 630
1141 19 19 1697 1711 630 631
1143 1 1 577 577 631 631
1145 2 2 1095 1096 631 631
1148 5 5 1722 1726 631 631
1149 10 10 1737 1741 631 635
1150 7 7 13 16 632 633
1151 1 1 387 387 632 632
1152 1 1 583 583 632 632
1153 40 32 587 601 632 634
1155 253 98 879 910 632 646
1158 30 17 938 946 632 636
1159 24 17 1046 1051 632 636
1163 8 7 1394 1396 632 634
1164 6 6 1523 1528 632 632
1165 10 9 1560 1563 632 636
1166 4 4 1575 1576 632 633
1167 6 5 1727 1729 632 634
1169 9 9 637 638 633 637
1173 155 54 1388 1400 633 655
1174 1 1 1683 1683 633 633
1177 38 20 1644 1651 634 640
1179 10 10 486 492 635 637
1182 11 9 746 748 635 638
1183 11 9 755 757 635 638
1190 6 6 1517 1519 635 637
1196 43 35 1766 1780 636 643
1197 2 2 1848 1849 636 636
1198 8 8 467 474 637 637
1199 7 7 765 766 637 641
1201 147 92 1048 1081 637 653
1204 13 11 1527 1531 637 639
1207 5 5 1851 1852 637 640
1214 23 18 1806 1816 638 641
1215 2 2 639 639 639 640
1219 12 9 928 932 639 642
1221 9 9 1288 1290 639 643
1222 1 1 1710 1710 639 639
1224 4 4 1786 1788 639 640
1226 1 1 1846 1846 639 639
1227 1 1 332 332 640 640
1229 152 94 497 526 640 661
1231 1 1 916 916 640 640
1235 1 1 321 321 641 641
1240 3 3 1457 1458 641 642
1241 4 4 1847 1850 641 641
1244 18 18 1082 1096 642 643
1246 1 1 1892 1892 642 642
1247 1 1 316 316 643 643
1248 1 1 341 341 643 643
1250 36 25 458 473 643 646
1251 15 15 767 779 643 644
1252 6 6 795 798 643 645
1253 11 11 814 820 643 645
1254 11 9 824 826 643 647
1255 20 20 830 841 643 646
1256 24 18 847 856 643 646
1257 62 48 947 961 643 650
1258 5 5 977 980 643 644
1259 10 9 995 997 643 646
1260 16 15 1004 1006 643 650
1262 36 23 1256 1259 643 653
1264 20 16 1520 1523 643 650
1266 1 1 477 477 644 644
1267 10 10 482 486 644 647
1268 7 7 520 524 644 645
1269 3 3 806 808 644 644
1273 3 3 913 915 644 644
1274 2 2 991 991 644 645
1277 26 23 1093 1098 644 653
1278 17 13 1105 1108 644 649
1280 15 14 1274 1281 644 647
1282 3 3 1464 1465 644 645
1283 1 1 448 448 645 645
1284 133 45 752 766 645 659
1286 2 2 804 805 645 645
1287 1 1 809 809 645 645
1288 2974 577 1059 1180 645 719
1289 1 1 1273 1273 645 645
1290 2 2 249 250 646 646
1293 1 1 812 812 646 646
1295 11 10 982 986 646 648
1296 32 24 1250 1255 646 656
1298 16 16 1777 1786 646 647
1300 12 12 880 886 647 650
1307 3896 1003 647 837 648 713
1309 3009 953 833 1018 648 721
1315 1 1 1272 1272 648 648
1321 1 1 913 913 649 649
1334 21 16 1790 1797 650 653
1335 32 31 632 646 651 653
1336 292 118 771 813 651 664
1339 18 17 917 922 651 659
1340 18 17 947 949 651 658
1341 35 30 952 961 651 660
1343 20 16 1262 1269 651 653
1344 1 1 1270 1270 651 651
1348 2 2 452 452 652 653
1353 3 3 1008 1009 652 653
1356 3 3 1485 1486 652 653
1358 1 1 816 816 653 653
1359 5 5 986 988 653 654
1360 2 2 997 998 653 653
1363 1 1 1517 1517 653 653
1364 8 8 1781 1786 653 654
1368 33 19 818 825 654 659
1372 25 15 1280 1284 654 659
1373 8 8 1406 1411 654 655
1374 12 10 1877 1880 654 659
1375 5 5 614 616 655 656
1385 1 1 1457 1457 655 655
1386 292 87 1682 1701 655 677
1391 1 1 1109 1109 656 656
1394 4 4 639 642 657 657
1397 1 1 1135 1135 657 657
1399 9 9 1259 1261 657 661
1401 11 11 1700 1706 657 660
1404 18 12 968 971 658 663
1408 1 1 1255 1255 658 658
1419 2 2 615 616 660 660
1423 14 13 977 982 660 662
1426 1 1 1877 1877 660 660
1434 13 11 527 531 662 665
1444 33 29 1263 1279 663 666
1450 21 14 806 811 664 667
1454 1 1 1053 1053 664 664
1456 1 1 1254 1254 664 664
1470 20 15 532 539 666 671
1471 2 2 651 651 666 667
1472 4 4 661 661 666 669
1476 5 5 828 832 666 666
1477 19 17 844 846 666 676
1480 2 2 1259 1259 666 667
1482 7 7 1292 1298 666 666
1488 1 1 646 646 668 668
1494 9 9 1253 1254 668 673
1500 62 51 1287 1311 669 673
1503 4 4 801 802 670 672
1504 9 9 827 831 670 671
1509 5 5 1052 1053 671 674
1511 8 7 1344 1347 671 673
1519 1 1 1262 1262 672 672
1522 12 10 1259 1261 673 676
1523 21 15 1334 1340 673 678
1524 1 1 543 543 674 674
1525 9 7 655 658 674 676
1531 43 37 1019 1036 674 681
1535 3 3 404 405 675 676
1543 17 16 864 871 675 680
1545 1 1 879 879 675 675
1550 44 30 1175 1186 675 683
1551 2 2 1220 1221 675 675
1553 70 32 542 551 676 685
1559 5 5 1197 1201 676 676
1560 40 29 1202 1214 676 683
1563 2 2 541 541 677 678
1567 2 2 874 874 677 678
1573 1 1 1248 1248 677 677
1574 5 5 1256 1257 677 679
1575 1 1 1277 1277 677 677
1576 375 197 1292 1350 677 699
1577 6 6 1347 1351 677 678
1578 29 18 1809 1816 677 680
1591 12 10 850 854 680 682
1592 11 11 872 875 680 685
1593 1 1 879 879 680 680
1595 3 3 1024 1026 680 680
1597 650 300 1214 1278 680 710
1598 4 4 1265 1266 680 681
1599 188 58 1682 1707 680 690
1604 4 4 1029 1032 681 681
1606 8 8 1217 1224 681 681
1609 205 126 1772 1831 681 691
1612 1 1 868 868 682 682
1622 4 4 1277 1279 683 684
1627 16 14 1867 1874 683 686
1645 4 4 1174 1177 687 687
1647 1 1 1742 1742 687 687
1648 1 1 1747 1747 687 687
1649 2 2 1752 1753 687 687
1650 46 33 173 185 688 700
1651 23 18 190 192 688 697
1654 6 6 1209 1210 688 691
1656 1 1 1276 1276 688 688
1657 9 9 1711 1716 688 689
1658 1 1 1718 1718 688 688
1659 9 9 1725 1731 688 689
1660 1 1 1735 1735 688 688
1661 2 2 1740 1741 688 688
1662 1 1 1762 1762 688 688
1667 1 1 1172 1172 689 689
1668 1 1 1183 1183 689 689
1671 1 1 729 729 690 690
1673 6 6 1168 1171 690 691
1678 3 3 1034 1036 691 691
1681 57 35 1279 1295 691 697
1684 5 5 398 400 692 693
1686 1 1 859 859 692 692
1689 1 1 1107 1107 692 692
1692 12 10 1325 1327 692 695
1693 3171 670 1583 1792 692 720
1697 11 9 552 555 693 696
1698 2 2 1060 1061 693 693
1699 1 1 1067 1067 693 693
1708 31 31 1787 1808 693 695
1713 5 5 995 997 694 695
1714 3 3 1054 1056 694 694
1717 1 1 1336 1336 694 694
1723 29 25 1897 1910 694 698
1726 29 28 1020 1036 695 697
1727 5 5 1047 1051 695 695
1730 3 3 1812 1814 695 695
1731 1 1 1818 1818 695 695
1732 6 6 1869 1874 695 695
1733 1 1 1893 1893 695 695
1736 24 16 827 831 696 701
1737 4 4 841 841 696 699
1738 9 9 1037 1045 696 696
1739 1 1 1172 1172 696 696
1740 2 2 1184 1185 696 696
1742 1 1 1811 1811 696 696
1743 1 1 1831 1831 696 696
1744 512 156 1813 1861 696 715
1746 8 7 879 883 697 699
1748 9 8 1211 1213 697 699
1750 7 6 1330 1333 697 699
1754 2 2 901 901 698 699
1755 2 2 992 992 698 699
1756 1 1 1234 1234 698 698
1759 1 1 266 266 699 699
1763 6 6 564 567 699 701
1767 2 2 1290 1291 699 699
1776 15 13 392 395 700 705
1786 1 1 1801 1801 700 700
1792 27 26 1277 1291 701 705
1793 8 8 212 217 702 703
1794 9 9 222 226 702 703
1803 1 1 820 820 703 703
1808 2 2 167 167 704 705
1812 17 16 1795 1801 704 710
1816 22 14 689 694 706 710
1819 6 6 218 221 707 708
1821 12 9 897 900 707 710
1829 2 2 877 878 708 708
1834 5 5 782 784 709 710
1835 2 2 835 836 709 709
1837 1 1 1226 1226 710 710
1839 1 1 353 353 711 711
1843 3 3 1007 1009 711 711
1845 1 1 1268 1268 711 711
1846 44 35 1271 1285 711 721
1848 1 1 354 354 712 712
1849 5 5 1005 1006 712 714
1854 1 1 1802 1802 713 713
1856 2 2 1807 1808 714 714
1860 28 16 784 791 715 719
1861 3 3 882 883 715 716
1863 5 5 1290 1291 715 717
1864 13 10 998 1002 716 718
1865 9 8 1109 1113 716 718
1872 2 2 1627 1628 718 718
1873 43 29 1277 1287 719 727
1874 124 76 1712 1741 719 728
1877 5 5 182 184 720 721
1879 9 9 730 734 720 721
1884 1 1 1119 1119 721 721
1885 11 10 1292 1296 721 723
1886 1 1 1648 1648 721 721
1889 4189 618 1577 1742 722 774
1890 11 11 1637 1642 722 723
1891 3 3 1649 1650 722 723
1893 3391 628 1067 1270 723 770
1895 1 1 1299 1299 723 723
1896 2 2 1744 1745 723 723
1897 1 1 1749 1749 723 723
1900 11 10 701 704 725 729
1902 2 2 1653 1654 725 725
1903 10 10 1724 1728 725 729
1906 47 31 1745 1756 726 733
1909 1 1 902 902 727 727
1912 3 3 1731 1733 727 727
1915 3 3 684 685 728 729
1916 3 3 930 931 728 729
1919 4 4 1410 1411 728 729
1920 7 7 1641 1646 728 729
1924 346 132 872 920 729 753
1926 3308 636 977 1096 729 795
1935 2 2 391 391 731 732
1936 7 7 505 508 731 732
1940 28 16 1396 1401 731 736
1941 7 7 1668 1673 731 732
1943 4 4 527 530 732 732
1944 1 1 661 661 732 732
1946 3 3 917 919 732 732
1947 7 7 970 976 732 732
1951 3 3 1197 1199 732 732
1953 2 2 1667 1667 732 733
1954 16 16 402 410 733 734
1956 1 1 1201 1201 733 733
1957 6 6 1262 1263 733 736
1965 51 31 1757 1771 733 736
1966 56 35 1787 1801 733 737
1970 60 49 429 436 736 755
1971 3 3 457 458 736 737
1976 1 1 1599 1599 736 736
1977 3 3 395 396 737 738
1978 2 2 421 421 737 738
1979 1 1 454 454 737 737
1981 82 52 1772 1786 737 746
1982 4 4 388 389 738 740
1984 40 24 987 998 738 744
1989 1 1 1293 1293 738 738
1991 1 1 1618 1618 738 738
1996 1 1 456 456 740 740
1997 2 2 466 466 740 741
1998 1 1 494 494 740 740
2002 9 9 1042 1047 740 742
2004 22 20 1254 1261 740 744
2007 33 24 452 461 741 746
2012 1 1 1050 1050 741 741
2015 12 12 550 558 742 743
2018 11 9 1052 1055 742 744
2022 4 4 422 423 743 744
2023 4 4 468 469 743 744
2025 3 3 644 646 743 743
2026 1 1 676 676 743 743
2027 7 7 695 701 743 743
2028 1 1 1288 1288 743 743
2035 4 4 465 466 745 746
2036 5 5 838 839 745 747
2037 15 14 869 871 745 752
2049 61 34 1877 1891 748 752
2052 11 10 599 601 750 754
2055 29 17 1810 1816 750 755
2057 835 274 1724 1786 751 778
2061 11 8 1282 1285 752 755
2065 1 1 401 401 753 753
2070 1773 338 864 961 754 788
2073 2 2 502 503 755 755
2075 1 1 913 913 755 755
2078 1 1 374 374 756 756
2079 4 4 512 513 756 757
2080 135 78 515 541 756 769
2081 3 3 652 653 756 757
2084 1 1 1156 1156 756 756
2085 18 18 1717 1726 756 760
2086 1 1 593 593 757 757
2087 1 1 648 648 757 757
2090 10 10 633 642 758 758
2093 30 19 1277 1281 758 766
2094 1 1 1712 1712 758 758
2096 448 167 625 661 759 792
2101 4 4 1178 1181 759 759
2102 3 3 1195 1197 759 759
2106 1 1 691 691 760 760
2108 85 41 542 559 761 766
2111 1 1 1071 1071 761 761
2114 1 1 1172 1172 761 761
2115 1 1 1201 1201 761 761
2116 36 28 1714 1723 761 769
2120 2 2 1174 1175 762 762
2122 12 9 472 475 763 766
2125 103 65 1787 1816 763 766
2129 29 18 685 691 764 769
2130 1 1 1178 1178 764 764
2133 6 6 825 828 765 766
2134 7 7 1303 1306 765 766
2136 1 1 377 377 766 766
2137 1 1 512 512 766 766
2139 3 3 1102 1104 766 766
2142 4 4 353 354 767 769
2143 66 33 658 674 767 772
2144 189 89 842 863 767 793
2147 2 2 1210 1211 767 767
2148 9 9 677 683 768 769
2150 6 6 1292 1295 769 770
2153 8 7 1229 1231 770 772
2154 3 3 1297 1298 770 771
2157 10 9 512 515 771 774
2159 3 3 367 368 772 773
2160 340 85 587 616 772 790
2161 5 5 1720 1723 772 773
2162 2 2 387 387 773 774
2163 10 9 523 526 773 776
2168 3 3 606 608 774 774
2170 1 1 386 386 775 775
2172 6 6 1307 1310 775 777
2173 1 1 1313 1313 776 776
2174 1 1 1194 1194 777 777
2175 1 1 1314 1314 777 777
2176 3 3 1329 1331 777 777
2178 7 7 1244 1246 778 780
2179 22 14 1723 1726 778 783
2181 6 6 528 531 780 781
2184 1 1 1756 1756 782 782
2185 3 3 367 369 783 783
2188 1 1 512 512 784 784
2189 6 6 1217 1218 784 786
2190 88 48 518 538 785 793
2192 6 6 544 547 786 787
2193 2 2 847 848 786 786
2198 1 1 620 620 790 790
2202 2 2 1649 1650 790 790
2203 4 4 617 618 791 792
2205 9 9 977 985 793 793
2206 3692 490 1574 1741 793 834
2209 24 16 1397 1402 795 800
2213 2 2 1060 1061 796 796
2216 3 3 239 241 797 797
2217 3 3 1567 1569 797 797
2222 1 1 227 227 798 798
2229 12 12 827 832 801 802
2230 3 3 1007 1008 801 802
2231 178 71 1742 1771 805 811
2237 2 2 630 631 812 812
2238 3 3 660 661 812 813
2239 60 34 1742 1756 823 826
2240 53 30 1787 1792 823 834
2241 92 69 1772 1786 824 834
2247 91 48 1757 1771 834 844
2248 1 1 1607 1607 835 835
2249 13 13 1609 1616 835 838
2251 1 1 1455 1455 836 836
2253 1 1 1621 1621 836 836
2256 1 1 364 364 857 857
2257 2 2 362 363 858 858
2258 8 8 837 841 902 904
2260 1 1 827 827 912 912
2261 1 1 812 812 919 919
2262 188 119 707 751 922 935
2263 1 1 415 415 923 923
2264 11 11 25 31 924 925
2266 4 4 397 400 925 925
2267 59 31 617 628 925 931
2269 1 1 902 902 925 925
2272 22 13 397 402 931 935
2274 2 2 1308 1309 932 932
2276 6 6 707 711 933 934
2278 8 8 748 751 933 935
2280 25 25 619 631 934 935
2281 1 1 715 715 934 934
2283 10 10 736 744 934 935
2285 1 1 347 347 935 935
2286 5 5 359 363 935 935
2288 4 4 1048 1051 935 935
2289 12 12 422 429 936 938
2290 48 35 842 859 936 940
2291 4 4 1309 1312 936 936
2292 12 12 1316 1321 936 937
2293 1 1 430 430 937 937
2294 3 3 434 435 937 938
2298 1 1 317 317 940 940
2299 1 1 1254 1254 941 941
2300 5 5 1682 1685 941 942
2301 20 16 1584 1591 944 946
2303 2 2 1652 1652 945 946
2304 9 9 1757 1761 945 946
2306 7 7 1607 1613 946 946
2307 5 5 1617 1621 946 946
2308 6 6 1657 1662 946 946
2310 21 21 272 286 947 948
2312 1 1 518 518 949 949
2313 1 1 515 515 950 950
2314 6 6 1682 1687 957 957
2315 4 4 1693 1696 957 957
2316 25 24 1847 1861 957 959
2317 4 4 1873 1876 957 957
2318 26 26 1652 1666 958 959
2321 3 3 1742 1744 962 962
2322 1 1 1869 1869 963 963
2323 33 31 1891 1906 966 969
