# label area perimeter xmin xmax ymin ymax
1 491 98 707 736 2 24
2 124886 6133 326 1919 2 208
3 83 35 925 931 2 15
4 4 4 956 958 2 3
5 1 1 962 962 2 2
7 3 3 1049 1051 2 2
8 184 57 1064 1085 2 14
10 1 1 1187 1187 2 2
11 170 49 1202 1218 2 13
12 3 3 1233 1233 2 4
13 1 1 1256 1256 2 2
20 1 1 1792 1792 2 2
23 8 8 1844 1846 2 5
25 90 90 0 1 3 47
26 3 3 946 946 3 5
27 187 88 969 994 3 18
28 1 1 1057 1057 3 3
29 2 2 1091 1092 3 3
34 1 1 893 893 4 4
35 2 2 914 914 4 5
36 4 4 952 952 4 7
37 5 5 1781 1782 4 7
38 1 1 1786 1786 4 4
40 1 1 1055 1055 5 5
41 1 1 1232 1232 5 5
45 1 1 1778 1778 5 5
46 5 5 902 903 6 9
49 1 1 1061 1061 6 6
50 4 4 1136 1138 6 7
52 1 1 957 957 7 7
54 1 1 1057 1057 7 7
55 4 4 1089 1091 7 8
57 1 1 1842 1842 7 7
59 2 2 962 962 8 9
60 1 1 1253 1253 8 8
61 7 7 1783 1786 8 11
62 1 1 1841 1841 8 8
64 2 2 893 894 9 9
68 1 1 1049 1049 9 9
69 3 3 1054 1055 9 10
70 93 62 1239 1256 9 25
71 1 1 1262 1262 9 9
73 1 1 921 921 10 10
74 1 1 941 941 10 10
75 1 1 968 968 10 10
76 1 1 1051 1051 10 10
77 4 4 1056 1058 11 12
81 10 10 1262 1264 11 17
84 3 3 1063 1063 12 14
86 2 2 1134 1135 12 12
87 1 1 1224 1224 12 12
92 1 1 944 944 13 13
95 1 1 998 998 13 13
96 3 3 1049 1050 13 14
99 14 14 1236 1244 13 18
100 1 1 1257 1257 13 13
102 1 1 1271 1271 13 13
108 1 1 1092 1092 14 14
109 1 1 1234 1234 14 14
111 1 1 1082 1082 15 15
112 1 1 1231 1231 15 15
114 51 26 598 607 16 24
115 2 2 938 939 16 16
116 6 6 1059 1059 16 21
117 6 6 1066 1068 16 19
118 1 1 1135 1135 16 16
121 2 2 995 995 17 18
122 1 1 999 999 17 17
123 2 2 1005 1006 17 17
124 2 2 1010 1010 17 18
128 1 1 969 969 18 18
130 2 2 1144 1145 18 18
132 1 1 1261 1261 18 18
133 1 1 1270 1270 18 18
138 2 2 1232 1233 19 19
144 1 1 1778 1778 20 20
145 1 1 1783 1783 20 20
146 7 7 647 650 21 23
154 1 1 1144 1144 22 22
155 1 1 1148 1148 22 22
158 1 1 1253 1253 22 22
169 1 1 1146 1146 24 24
171 2 2 1236 1237 24 24
176 3 3 1251 1251 28 30
177 1 1 938 938 29 29
179 2 2 1158 1159 30 30
192 68 32 586 599 36 44
193 61 33 707 721 36 40
199 1 1 1208 1208 42 42
200 1 1 1206 1206 45 45
204 1 1 1204 1204 46 46
206 1 1 1212 1212 47 47
208 1 1 637 637 48 48
210 11 11 647 649 49 56
212 2 2 639 640 50 50
215 2 2 1855 1856 50 50
221 262 70 647 673 57 71
224 176 53 677 691 58 74
228 1 1 707 707 59 59
230 2 2 714 715 60 60
231 1 1 713 713 64 64
235 2 2 704 705 68 68
236 3 3 1015 1017 68 68
238 52 32 632 646 70 73
239 2 2 1013 1014 70 70
240 4 4 1019 1021 70 71
242 1 1 1633 1633 72 72
243 1 1 691 691 74 74
246 1 1 701 701 75 75
247 4 4 1010 1011 75 77
249 131 51 583 604 76 87
250 1 1 697 697 76 76
255 50 28 687 692 80 92
262 1 1 986 986 86 86
264 4 4 701 701 87 90
270 1 1 698 698 91 91
273 1 1 692 692 93 93
275 2 2 696 697 97 97
276 4 4 588 589 98 99
277 1 1 695 695 98 98
285 1 1 590 590 108 108
286 1 1 593 593 110 110
293 2 2 587 588 118 118
294 4 4 582 583 119 121
295 4 4 560 561 120 122
297 200 62 566 589 125 136
300 2 2 564 564 129 130
301 13 13 1082 1088 129 130
303 2 2 557 557 133 134
305 7 7 550 551 137 142
306 1 1 556 556 137 137
307 5 5 542 544 140 142
308 29 29 977 993 143 144
309 6 6 547 549 145 147
310 1 1 553 553 145 145
311 4 4 544 544 146 149
312 29 29 533 542 148 156
313 1 1 554 554 148 148
320 1 1 544 544 154 154
321 1 1 556 556 155 155
322 1 1 542 542 156 156
323 5 5 546 548 156 157
364 424 152 257 325 202 215
375 296 158 180 256 211 223
390 390 235 59 179 223 242
409 33 19 34 42 242 246
412 1 1 306 306 337 337
413 8 8 307 309 338 341
414 637 153 898 970 343 354
420 2750 765 1322 1428 351 537
427 9 9 711 719 358 358
429 2 2 707 708 359 359
430 3 3 704 706 361 361
431 2 2 1884 1885 361 361
432 9 9 701 703 362 366
434 9 8 1367 1369 363 366
435 1 1 1907 1907 363 363
436 28 24 1909 1919 363 370
437 12 12 0 1 364 369
440 3 3 1362 1363 365 366
458 9 9 1892 1896 380 381
459 47 31 1899 1913 380 386
462 3 3 1897 1898 382 383
466 33 33 0 1 385 401
467 80 37 1914 1919 385 400
470 3 3 1877 1877 390 392
473 1 1 1892 1892 393 393
474 2 2 1906 1906 393 394
476 24 21 1886 1891 394 402
477 42 31 1894 1905 394 401
481 1 1 1880 1880 395 395
484 1 1 1426 1426 396 396
485 1 1 1885 1885 397 397
492 26 21 1871 1879 402 410
493 88 76 636 640 403 440
498 1 1 1888 1888 403 403
