# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
1 2650 482 541 637 540 631 97 92 8924 1 1 1 1 1 1 1
72 1106 362 28 204 1061 1067 177 7 1239 1 0 1 0 1 0 1
68 274 59 210 233 1056 1072 24 17 408 1 0 0 0 1 0 1
51 156 66 744 768 710 725 25 16 400 1 0 0 0 1 1 1
61 73 26 1018 1026 748 757 9 10 90 0 0 0 1 1 0 1
58 48 23 1019 1025 729 737 7 9 63 0 0 0 1 1 0 1
80 31 17 18 23 1062 1067 6 6 36 0 0 0 1 1 0 1
65 26 17 309 317 963 968 9 6 54 0 0 0 0 1 1 1
56 1 1 853 853 720 720 1 1 1 0 0 0 1 1 0 1
