# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
77 2 2 1884 1884 546 547 1 2 2 0 0 0 0 1 0 1
103 2 2 1597 1598 566 566 2 1 2 0 0 0 0 1 0 1
154 2 2 538 539 636 636 2 1 2 0 0 0 0 1 0 1
212 2 2 150 151 733 733 2 1 2 0 0 0 0 1 0 1
255 2 2 59 59 758 759 1 2 2 0 0 0 0 1 0 1
314 2 2 369 370 807 807 2 1 2 0 0 0 0 1 0 1
35 1 1 1802 1802 439 439 1 1 1 0 0 0 1 1 0 1
42 1 1 1484 1484 496 496 1 1 1 0 0 0 1 1 0 1
105 1 1 1890 1890 566 566 1 1 1 0 0 0 1 1 0 1
131 1 1 1756 1756 599 599 1 1 1 0 0 0 1 1 0 1
132 1 1 1757 1757 600 600 1 1 1 0 0 0 1 1 0 1
133 1 1 1759 1759 601 601 1 1 1 0 0 0 1 1 0 1
151 1 1 533 533 635 635 1 1 1 0 0 0 1 1 0 1
156 1 1 685 685 670 670 1 1 1 0 0 0 1 1 0 1
176 1 1 1173 1173 699 699 1 1 1 0 0 0 1 1 0 1
213 1 1 144 144 734 734 1 1 1 0 0 0 1 1 0 1
243 1 1 1494 1494 745 745 1 1 1 0 0 0 1 1 0 1
246 1 1 1493 1493 746 746 1 1 1 0 0 0 1 1 0 1
254 1 1 58 58 756 756 1 1 1 0 0 0 1 1 0 1
262 1 1 1024 1024 766 766 1 1 1 0 0 0 1 1 0 1
263 1 1 1029 1029 766 766 1 1 1 0 0 0 1 1 0 1
265 1 1 36 36 770 770 1 1 1 0 0 0 1 1 0 1
267 1 1 35 35 771 771 1 1 1 0 0 0 1 1 0 1
270 1 1 46 46 772 772 1 1 1 0 0 0 1 1 0 1
285 1 1 30 30 779 779 1 1 1 0 0 0 1 1 0 1
287 1 1 29 29 780 780 1 1 1 0 0 0 1 1 0 1
292 1 1 26 26 782 782 1 1 1 0 0 0 1 1 0 1
300 1 1 24 24 787 787 1 1 1 0 0 0 1 1 0 1
317 1 1 371 371 808 808 1 1 1 0 0 0 1 1 0 1
