# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
45 3 3 1836 1838 580 580 3 1 3 0 0 0 0 1 0 1
54 3 3 1555 1556 589 590 2 2 4 0 0 0 1 1 0 1
64 3 3 498 498 607 609 1 3 3 0 0 0 0 1 0 1
110 3 3 643 645 649 649 3 1 3 0 0 0 0 1 0 1
112 3 3 677 678 649 650 2 2 4 0 0 0 1 1 0 1
114 3 3 301 301 651 653 1 3 3 0 0 0 0 1 0 1
119 3 3 319 321 660 660 3 1 3 0 0 0 0 1 0 1
154 3 3 318 320 701 701 3 1 3 0 0 0 0 1 0 1
166 3 3 327 328 710 711 2 2 4 0 0 0 1 1 0 1
221 3 3 757 759 729 729 3 1 3 0 0 0 0 1 0 1
262 3 3 409 411 795 795 3 1 3 0 0 0 0 1 0 1
20 2 2 1860 1861 568 568 2 1 2 0 0 0 0 1 0 1
22 2 2 1893 1893 569 570 1 2 2 0 0 0 0 1 0 1
47 2 2 1834 1835 581 581 2 1 2 0 0 0 0 1 0 1
48 2 2 1830 1830 582 583 1 2 2 0 0 0 0 1 0 1
106 2 2 653 653 639 640 1 2 2 0 0 0 0 1 0 1
115 2 2 285 286 659 659 2 1 2 0 0 0 0 1 0 1
118 2 2 296 297 660 660 2 1 2 0 0 0 0 1 0 1
153 2 2 309 310 701 701 2 1 2 0 0 0 0 1 0 1
194 2 2 789 790 722 722 2 1 2 0 0 0 0 1 0 1
209 2 2 297 297 726 727 1 2 2 0 0 0 0 1 0 1
213 2 2 123 124 727 727 2 1 2 0 0 0 0 1 0 1
264 2 2 453 454 796 796 2 1 2 0 0 0 0 1 0 1
21 1 1 1889 1889 568 568 1 1 1 0 0 0 1 1 0 1
25 1 1 1843 1843 571 571 1 1 1 0 0 0 1 1 0 1
39 1 1 1874 1874 577 577 1 1 1 0 0 0 1 1 0 1
42 1 1 1842 1842 578 578 1 1 1 0 0 0 1 1 0 1
63 1 1 490 490 606 606 1 1 1 0 0 0 1 1 0 1
104 1 1 1560 1560 637 637 1 1 1 0 0 0 1 1 0 1
109 1 1 642 642 648 648 1 1 1 0 0 0 1 1 0 1
117 1 1 1165 1165 659 659 1 1 1 0 0 0 1 1 0 1
123 1 1 766 766 666 666 1 1 1 0 0 0 1 1 0 1
125 1 1 1222 1222 666 666 1 1 1 0 0 0 1 1 0 1
126 1 1 1146 1146 668 668 1 1 1 0 0 0 1 1 0 1
128 1 1 1151 1151 672 672 1 1 1 0 0 0 1 1 0 1
155 1 1 304 304 702 702 1 1 1 0 0 0 1 1 0 1
158 1 1 302 302 705 705 1 1 1 0 0 0 1 1 0 1
161 1 1 321 321 706 706 1 1 1 0 0 0 1 1 0 1
165 1 1 329 329 709 709 1 1 1 0 0 0 1 1 0 1
176 1 1 125 125 715 715 1 1 1 0 0 0 1 1 0 1
177 1 1 129 129 715 715 1 1 1 0 0 0 1 1 0 1
181 1 1 255 255 716 716 1 1 1 0 0 0 1 1 0 1
187 1 1 290 290 719 719 1 1 1 0 0 0 1 1 0 1
217 1 1 296 296 728 728 1 1 1 0 0 0 1 1 0 1
