# label area perimeter xmin xmax ymin ymax
1 13 9 936 940 249 252
3 67 31 954 963 255 267
4 21 14 921 925 257 262
7 5 5 969 970 284 286
8 4 4 975 976 287 289
10 1 1 975 975 293 293
11 269 99 1701 1717 396 429
13 23 21 1690 1696 398 404
20 16 16 1682 1689 404 406
23 23 16 1667 1672 407 412
28 171 53 1680 1696 418 434
36 1 1 289 289 450 450
37 18 14 288 290 467 474
39 39 26 287 291 478 492
42 10 10 289 290 495 500
44 4 4 291 291 507 510
45 10 10 289 291 514 519
47 2043 192 1205 1276 517 549
53 26 17 288 292 526 533
55 87 58 287 292 538 571
60 6 6 289 291 572 574
61 15 13 288 291 585 590
64 1 1 292 292 592 592
65 11 9 1097 1100 607 609
66 31 23 1097 1109 623 626
69 517 169 1103 1125 629 671
76 40 19 1210 1216 640 647
81 100 37 1222 1229 647 661
86 72 26 1223 1230 670 681
89 1 1 1096 1096 673 673
91 5 5 1112 1113 677 679
92 117 42 756 775 678 685
93 66 28 709 721 679 685
99 5 5 1112 1113 689 691
100 71 28 1224 1231 689 700
104 1 1 763 763 700 700
105 3 3 1787 1788 750 751
106 19 17 1794 1801 752 755
109 3 3 1788 1789 756 757
110 1 1 1787 1787 758 758
111 77 39 810 826 816 827
120 179 76 779 807 832 856
133 8 8 773 778 851 853
136 42 36 767 782 854 859
140 3312 1236 992 1606 1006 1018
143 65 38 902 920 1009 1013
145 4027 1378 115 796 1011 1046
166 15 15 1637 1651 1021 1021
