# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
345 3366 1130 210 770 1074 1079 561 6 3366 1 0 1 0 0 0 1
1 2801 649 15 105 427 552 91 126 11466 1 1 1 0 0 1 1
121 1729 170 1203 1241 640 692 39 53 2067 1 1 1 1 1 0 1
344 1061 361 28 204 1074 1079 177 6 1062 1 0 1 0 1 0 1
348 936 320 960 1115 1074 1079 156 6 936 1 0 1 0 1 0 1
347 852 292 813 954 1074 1079 142 6 852 1 0 1 0 1 0 1
349 797 273 1121 1253 1074 1079 133 6 798 1 0 1 0 1 0 1
58 691 130 1880 1919 527 553 40 27 1080 1 0 1 0 1 0 1
338 594 188 1259 1348 1069 1079 90 11 990 1 0 1 0 1 1 1
203 390 114 276 320 709 728 45 20 900 1 0 1 0 1 1 1
305 336 100 759 788 745 768 30 24 720 1 0 1 1 1 1 1
223 323 114 1276 1300 717 739 25 23 575 1 0 1 1 1 1 1
303 297 91 652 676 744 768 25 25 625 1 0 0 1 1 1 1
100 255 107 1178 1231 568 578 54 11 594 1 0 0 0 1 1 1
109 226 63 757 774 589 611 18 23 414 1 0 0 1 1 1 1
137 216 108 775 801 663 688 27 26 702 1 0 0 1 1 1 1
346 192 72 776 807 1074 1079 32 6 192 0 0 0 0 1 0 1
291 126 52 1026 1051 739 744 26 6 156 0 0 0 0 1 0 1
260 115 34 500 511 733 744 12 12 144 0 0 0 1 1 0 1
278 114 40 897 912 736 744 16 9 144 0 0 0 0 1 0 1
189 111 46 805 819 692 703 15 12 180 0 0 0 1 1 0 1
290 111 54 982 1008 739 743 27 5 135 0 0 0 0 1 0 1
148 108 56 625 644 670 684 20 15 300 1 0 0 1 1 1 1
277 98 36 845 861 736 744 17 9 153 0 0 0 0 1 0 1
239 78 30 653 663 725 739 11 15 165 0 0 0 0 1 1 1
79 77 44 1852 1872 543 548 21 6 126 0 0 0 0 1 0 1
266 76 50 550 567 734 743 18 10 180 0 0 0 0 1 1 1
207 74 33 668 683 710 716 16 7 112 0 0 0 0 1 0 1
