# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
55 932 241 454 530 846 869 76 23 1748 1 0 1 0 1 1 1
137 462 174 334 385 884 905 51 21 1071 1 0 1 0 1 1 1
252 378 196 90 128 937 970 38 33 1254 1 1 1 1 1 1 1
452 353 115 343 386 1034 1054 43 20 860 1 0 1 0 1 1 1
97 350 123 389 425 870 894 36 24 864 1 0 1 0 1 1 1
80 336 134 426 464 858 881 38 23 874 1 0 1 0 1 1 1
277 236 69 468 490 945 963 22 18 396 1 0 0 1 1 1 1
347 156 112 413 441 976 993 28 17 476 1 0 0 0 1 1 1
239 152 88 129 169 932 940 40 8 320 1 0 0 0 1 1 1
15 145 53 754 774 695 707 20 12 240 0 0 0 0 1 0 1
242 137 57 173 190 934 949 17 15 255 0 0 0 1 1 1 1
50 133 47 546 566 841 852 20 11 220 0 0 0 0 1 0 1
123 115 51 690 706 879 892 16 13 208 0 0 0 1 1 1 1
191 109 73 600 620 907 927 20 20 400 1 0 0 1 1 1 1
200 108 53 284 305 909 918 21 9 189 0 0 0 0 1 1 1
71 107 47 688 707 853 865 19 12 228 0 0 0 0 1 1 1
446 107 51 435 451 1026 1038 16 12 192 0 0 0 1 1 1 1
478 106 61 225 242 1052 1071 17 19 323 1 0 0 1 1 1 1
108 102 51 636 657 873 882 21 9 189 0 0 0 0 1 1 1
34 100 59 797 816 768 776 19 8 152 0 0 0 0 1 0 1
193 90 46 257 277 908 915 20 7 140 0 0 0 0 1 0 1
476 80 44 198 216 1051 1060 18 9 162 0 0 0 0 1 1 1
25 75 43 837 853 759 769 16 10 160 0 0 0 0 1 1 1
6 74 40 1442 1456 652 659 14 7 98 0 0 0 0 1 0 1
295 63 39 125 140 953 961 15 8 120 0 0 0 0 1 1 1
435 59 31 447 457 1017 1026 10 9 90 0 0 0 1 1 0 1
475 58 33 344 354 1050 1060 10 10 100 0 0 0 1 1 1 1
11 57 40 1443 1462 680 686 19 6 114 0 0 0 0 1 1 1
262 57 32 506 518 940 949 12 9 108 0 0 0 1 1 1 1
22 55 23 1012 1020 748 755 8 7 56 0 0 0 1 1 0 1
390 52 32 427 440 995 1003 13 8 104 0 0 0 0 1 1 1
517 52 31 222 237 1073 1079 15 6 90 0 0 0 0 1 1 1
422 46 34 381 392 1013 1020 11 7 77 0 0 0 0 1 1 1
224 45 31 250 263 922 929 13 7 91 0 0 0 0 1 1 1
426 45 36 569 581 1013 1021 12 8 96 0 0 0 0 1 1 1
369 44 25 371 381 984 992 10 8 80 0 0 0 1 1 1 1
411 43 29 447 456 1006 1015 9 9 81 0 0 0 1 1 1 1
502 41 25 178 188 1064 1069 10 5 50 0 0 0 0 1 0 1
169 39 28 684 689 899 910 5 11 55 0 0 0 0 1 0 1
45 37 21 762 768 781 789 6 8 48 0 0 0 1 1 0 1
183 33 29 626 634 905 912 8 7 56 0 0 0 1 1 1 1
327 33 23 112 122 965 971 10 6 60 0 0 0 0 1 1 1
293 23 19 156 160 952 961 4 9 36 0 0 0 0 1 0 1
323 23 19 448 453 964 969 5 5 25 0 0 0 1 1 0 1
368 23 14 522 525 983 989 3 6 18 0 0 0 0 1 0 1
380 23 16 441 446 988 995 5 7 35 0 0 0 0 1 0 1
329 22 20 404 409 965 973 5 8 40 0 0 0 0 1 1 1
497 22 17 387 391 1060 1068 4 8 32 0 0 0 0 1 0 1
276 21 15 127 133 945 950 6 5 30 0 0 0 1 1 0 1
464 21 13 259 264 1045 1049 5 4 20 0 0 0 1 1 0 1
511 20 18 252 261 1067 1072 9 5 45 0 0 0 0 1 1 1
373 19 13 451 455 985 989 4 4 16 0 0 0 1 1 0 1
10 18 17 1462 1465 664 672 3 8 24 0 0 0 0 1 0 1
61 18 14 531 537 848 851 6 3 18 0 0 0 0 1 0 1
306 18 16 107 114 959 961 7 2 14 0 0 0 0 1 0 1
105 16 13 658 663 872 875 5 3 15 0 0 0 0 1 0 1
166 16 15 586 593 898 900 7 2 14 0 0 0 0 1 0 1
468 16 14 403 409 1046 1050 6 4 24 0 0 0 0 1 0 1
172 15 14 595 601 900 902 6 2 12 0 0 0 0 1 0 1
395 15 15 441 449 999 1001 8 2 16 0 0 0 0 1 0 1
