# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
1 690 223 333 375 572 617 43 46 1978 1 1 1 1 1 1 1
74 426 92 1171 1211 756 769 41 14 574 1 0 1 0 1 0 1
90 285 72 514 548 760 770 35 11 385 1 0 0 0 1 0 1
25 161 99 366 373 615 660 8 46 368 1 0 0 0 1 1 1
87 157 59 1062 1090 759 765 29 7 203 0 0 0 0 1 0 1
109 147 58 475 502 765 772 28 8 224 0 0 0 0 1 0 1
86 136 57 1013 1040 759 764 28 6 168 0 0 0 0 1 0 1
142 122 74 1367 1404 803 809 38 7 266 0 0 0 0 1 1 1
72 112 45 927 948 756 763 22 8 176 0 0 0 0 1 0 1
145 106 45 1736 1756 846 853 21 8 168 0 0 0 0 1 0 1
44 96 61 351 364 642 656 14 15 210 0 0 0 1 1 1 1
73 77 31 972 986 756 761 15 6 90 0 0 0 0 1 0 1
60 74 28 1309 1321 692 698 13 7 91 0 0 0 0 1 0 1
40 67 48 340 343 631 656 4 26 104 0 0 0 0 1 0 1
32 66 45 351 357 623 640 7 18 126 0 0 0 0 1 1 1
66 63 52 1245 1256 751 760 12 10 120 0 0 0 1 1 1 1
55 54 38 329 349 660 663 21 4 84 0 0 0 0 1 0 1
75 47 22 900 907 757 763 8 7 56 0 0 0 1 1 0 1
92 38 21 790 798 760 765 9 6 54 0 0 0 0 1 0 1
133 38 20 1078 1086 799 806 9 8 72 0 0 0 1 1 1 1
118 33 19 1257 1262 768 775 6 8 48 0 0 0 1 1 0 1
132 31 18 1018 1026 799 804 9 6 54 0 0 0 0 1 1 1
38 30 27 330 332 629 646 3 18 54 0 0 0 0 1 1 1
31 25 23 338 345 623 630 8 8 64 0 0 0 1 1 1 1
122 23 16 1279 1287 769 773 9 5 45 0 0 0 0 1 1 1
26 17 12 331 335 616 621 5 6 30 0 0 0 1 1 1 1
123 15 12 1304 1307 769 773 4 5 20 0 0 0 1 1 0 1
139 11 11 1355 1361 801 803 7 3 21 0 0 0 0 1 1 1
121 10 9 1269 1273 769 771 5 3 15 0 0 0 0 1 0 1
136 10 9 1346 1350 800 802 5 3 15 0 0 0 0 1 0 1
128 9 9 1331 1333 771 775 3 5 15 0 0 0 0 1 1 1
149 8 8 1766 1772 850 851 7 2 14 0 0 0 0 1 1 1
58 6 6 1457 1460 684 686 4 3 12 0 0 0 1 1 1 1
68 6 6 1335 1340 753 753 6 1 6 0 0 0 0 1 0 1
107 6 6 778 782 764 765 5 2 10 0 0 0 0 1 1 1
126 6 6 1319 1324 770 770 6 1 6 0 0 0 0 1 0 1
52 5 5 330 330 653 657 1 5 5 0 0 0 0 1 0 1
70 5 5 1333 1334 754 757 2 4 8 0 0 0 0 1 0 1
71 5 5 1341 1342 754 756 2 3 6 0 0 0 0 1 0 1
57 3 3 354 356 661 661 3 1 3 0 0 0 0 1 0 1
64 3 3 1039 1041 739 739 3 1 3 0 0 0 0 1 0 1
65 3 3 885 885 741 743 1 3 3 0 0 0 0 1 0 1
130 3 3 1310 1312 776 776 3 1 3 0 0 0 0 1 0 1
69 2 2 1428 1428 753 754 1 2 2 0 0 0 0 1 0 1
127 2 2 1330 1331 770 770 2 1 2 0 0 0 0 1 0 1
131 2 2 1065 1066 785 785 2 1 2 0 0 0 0 1 0 1
30 1 1 330 330 622 622 1 1 1 0 0 0 1 1 0 1
43 1 1 1728 1728 638 638 1 1 1 0 0 0 1 1 0 1
59 1 1 1443 1443 687 687 1 1 1 0 0 0 1 1 0 1
150 1 1 180 180 852 852 1 1 1 0 0 0 1 1 0 1
