# label area perimeter xmin xmax ymin ymax
2284 59 56 1517 1548 578 583
2285 2 2 224 225 579 579
2286 10 10 1437 1446 581 581
2287 254 128 1454 1527 581 589
2290 6 6 745 748 582 583
2291 16 16 755 768 582 583
2294 1 1 728 728 583 583
2295 1 1 742 742 583 583
2298 10 9 695 699 584 587
2299 2 2 713 714 584 584
2302 376 140 1557 1605 585 597
2305 3 3 1534 1536 587 587
2307 2 2 668 669 588 588
2309 1 1 654 654 589 589
2310 1 1 665 665 589 589
2312 685 135 1648 1712 590 604
2313 1 1 623 623 591 591
2318 1 1 573 573 596 596
2319 1 1 596 596 596 596
2321 1 1 564 564 597 597
2322 1 1 585 585 597 597
2323 761 154 1756 1824 600 614
2324 44 24 2 12 602 607
2327 208 72 1889 1918 608 619
2328 32 32 0 4095 610 620
2334 5 5 1758 1762 761 761
2335 1 1 1740 1740 763 763
2336 9 9 1204 1212 809 809
2337 4 4 1904 1906 820 821
2339 2 2 1836 1837 826 826
2340 11 11 1229 1237 829 830
2341 1 1 1857 1857 829 829
2342 12 12 1239 1246 830 831
2344 4 4 1901 1903 831 832
2345 1 1 1299 1299 832 832
2346 9 9 1264 1272 833 833
2347 1 1 1302 1302 833 833
2348 4 4 1868 1870 833 834
2349 2 2 1187 1188 834 834
2350 25 20 1228 1239 834 837
2351 4 4 1280 1283 834 834
2352 20 20 1322 1341 834 834
2354 3 3 1178 1180 835 835
2355 6 6 1244 1247 835 836
2356 12 12 1342 1353 835 835
2358 1 1 1848 1848 839 839
2359 6 6 1199 1203 842 843
2361 13 13 1353 1359 844 845
2362 1 1 1914 1914 845 845
2363 1 1 1188 1188 853 853
2364 2 2 1201 1202 854 854
2365 1 1 427 427 876 876
2366 2 2 1200 1200 877 878
2367 1 1 290 290 887 887
2368 2 2 402 403 1016 1016
2369 40 37 404 424 1017 1020
