# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
2172 16 15 1031 1033 519 527 2 8 16 0 0 0 0 1 0 1
2291 16 16 755 768 582 583 13 1 13 0 0 0 0 1 0 1
746 15 13 1913 1919 249 252 6 3 18 0 0 0 0 1 0 1
843 15 12 1525 1529 264 269 4 5 20 0 0 0 1 1 0 1
1011 15 14 1385 1390 287 292 5 5 25 0 0 0 1 1 1 1
1238 15 15 1698 1701 315 323 3 8 24 0 0 0 0 1 0 1
1452 15 14 692 699 351 354 7 3 21 0 0 0 0 1 0 1
1580 15 14 679 685 389 394 6 5 30 0 0 0 1 1 1 1
1813 15 10 770 774 428 432 4 4 16 0 0 0 1 1 0 1
1986 15 15 1203 1212 467 468 9 1 9 0 0 0 0 1 0 1
2125 15 15 1015 1024 507 510 9 3 27 0 0 0 0 1 1 1
2244 15 13 743 750 543 546 7 3 21 0 0 0 0 1 0 1
774 14 14 1421 1430 253 255 9 2 18 0 0 0 0 1 0 1
1110 14 13 260 266 299 303 6 4 24 0 0 0 0 1 1 1
2250 14 12 1139 1144 545 548 5 3 15 0 0 0 0 1 0 1
70 13 13 1821 1827 50 53 6 3 18 0 0 0 0 1 0 1
437 13 11 1540 1544 182 186 4 4 16 0 0 0 1 1 0 1
668 13 11 1680 1683 224 228 3 4 12 0 0 0 1 1 0 1
1451 13 13 546 552 351 354 6 3 18 0 0 0 0 1 0 1
1833 13 10 860 864 431 433 4 2 8 0 0 0 0 1 0 1
1974 13 13 770 771 463 469 1 6 6 0 0 0 0 1 0 1
2076 13 13 1443 1446 493 498 3 5 15 0 0 0 0 1 0 1
2191 13 13 713 720 523 524 7 1 7 0 0 0 0 1 0 1
2361 13 13 1353 1359 844 845 6 1 6 0 0 0 0 1 0 1
16 12 12 1911 1915 11 14 4 3 12 0 0 0 1 1 0 1
74 12 12 1815 1816 52 58 1 6 6 0 0 0 0 1 0 1
282 12 11 1483 1489 147 150 6 3 18 0 0 0 0 1 0 1
309 12 10 1558 1562 155 157 4 2 8 0 0 0 0 1 0 1
604 12 12 1492 1498 211 214 6 3 18 0 0 0 0 1 0 1
987 12 10 1654 1658 283 285 4 2 8 0 0 0 0 1 0 1
2252 12 12 26 34 547 548 8 1 8 0 0 0 0 1 0 1
2342 12 12 1239 1246 830 831 7 1 7 0 0 0 0 1 0 1
2356 12 12 1342 1353 835 835 11 0 0 0 0 0 0 1 0 0
931 11 10 173 177 278 281 4 3 12 0 0 0 1 1 0 1
1035 11 11 184 192 291 292 8 1 8 0 0 0 0 1 0 1
1468 11 9 886 890 355 358 4 3 12 0 0 0 1 1 0 1
1862 11 11 631 637 438 440 6 2 12 0 0 0 0 1 0 1
2058 11 10 228 232 487 490 4 3 12 0 0 0 1 1 0 1
2340 11 11 1229 1237 829 830 8 1 8 0 0 0 0 1 0 1
246 10 10 1441 1446 137 140 5 3 15 0 0 0 0 1 0 1
676 10 10 1531 1537 227 230 6 3 18 0 0 0 0 1 1 1
750 10 10 1694 1700 250 251 6 1 6 0 0 0 0 1 0 1
798 10 10 1887 1891 257 260 4 3 12 0 0 0 1 1 0 1
949 10 9 1593 1596 279 284 3 5 15 0 0 0 0 1 0 1
954 10 10 1723 1728 279 281 5 2 10 0 0 0 0 1 0 1
1068 10 10 1520 1525 293 296 5 3 15 0 0 0 0 1 0 1
1099 10 10 509 517 297 298 8 1 8 0 0 0 0 1 0 1
1178 10 10 469 474 308 311 5 3 15 0 0 0 0 1 0 1
1194 10 10 963 972 311 311 9 0 0 0 0 0 0 1 0 0
1195 10 9 1265 1270 311 313 5 2 10 0 0 0 0 1 0 1
1430 10 10 1693 1698 344 345 5 1 5 0 0 0 0 1 0 1
1525 10 10 722 726 371 375 4 4 16 0 0 0 1 1 0 1
1871 10 10 771 772 439 447 1 8 8 0 0 0 0 1 0 1
2121 10 10 132 141 507 507 9 0 0 0 0 0 0 1 0 0
2160 10 9 1044 1047 516 519 3 3 9 0 0 0 1 1 0 1
2173 10 10 235 241 520 521 6 1 6 0 0 0 0 1 0 1
2286 10 10 1437 1446 581 581 9 0 0 0 0 0 0 1 0 0
2298 10 9 695 699 584 587 4 3 12 0 0 0 1 1 0 1
105 9 9 1722 1726 70 71 4 1 4 0 0 0 0 1 0 1
188 9 8 1649 1652 112 114 3 2 6 0 0 0 0 1 0 1
220 9 9 1511 1514 130 132 3 2 6 0 0 0 0 1 0 1
250 9 9 1481 1484 138 142 3 4 12 0 0 0 1 1 0 1
577 9 9 1446 1453 207 208 7 1 7 0 0 0 0 1 0 1
790 9 9 1316 1321 256 258 5 2 10 0 0 0 0 1 0 1
797 9 9 1816 1817 257 262 1 5 5 0 0 0 0 1 0 1
852 9 9 1534 1537 265 270 3 5 15 0 0 0 0 1 1 1
2013 9 9 426 430 474 478 4 4 16 0 0 0 1 1 1 1
2071 9 8 227 229 492 495 2 3 6 0 0 0 0 1 0 1
2075 9 8 1318 1321 493 495 3 2 6 0 0 0 0 1 0 1
2336 9 9 1204 1212 809 809 8 0 0 0 0 0 0 1 0 0
2346 9 9 1264 1272 833 833 8 0 0 0 0 0 0 1 0 0
108 8 8 0 1 73 76 1 3 3 0 0 0 0 1 0 1
192 8 8 1643 1647 114 116 4 2 8 0 0 0 0 1 0 1
332 8 8 1472 1474 160 164 2 4 8 0 0 0 0 1 0 1
357 8 8 1634 1635 164 167 1 3 3 0 0 0 0 1 0 1
527 8 8 1423 1427 199 201 4 2 8 0 0 0 0 1 0 1
722 8 8 1406 1410 243 246 4 3 12 0 0 0 1 1 0 1
736 8 8 1363 1366 247 248 3 1 3 0 0 0 0 1 0 1
805 8 8 1614 1617 258 261 3 3 9 0 0 0 1 1 0 1
912 8 8 1671 1675 274 276 4 2 8 0 0 0 0 1 0 1
940 8 8 1782 1786 278 281 4 3 12 0 0 0 1 1 0 1
1014 8 8 259 265 288 289 6 1 6 0 0 0 0 1 0 1
1220 8 8 268 273 314 316 5 2 10 0 0 0 0 1 0 1
1272 8 8 723 730 321 321 7 0 0 0 0 0 0 1 0 0
1848 8 7 653 655 435 437 2 2 4 0 0 0 1 1 0 1
1982 8 8 1146 1152 466 467 6 1 6 0 0 0 0 1 0 1
2034 8 8 216 222 480 481 6 1 6 0 0 0 0 1 0 1
2157 8 7 1022 1025 515 517 3 2 6 0 0 0 0 1 0 1
2180 8 8 412 419 522 522 7 0 0 0 0 0 0 1 0 0
2282 8 8 237 241 577 579 4 2 8 0 0 0 0 1 0 1
66 7 7 1850 1855 48 49 5 1 5 0 0 0 0 1 0 1
547 7 7 1536 1537 203 207 1 4 4 0 0 0 0 1 0 1
552 7 7 1410 1414 204 206 4 2 8 0 0 0 0 1 0 1
636 7 7 1820 1825 217 218 5 1 5 0 0 0 0 1 0 1
684 7 7 1826 1830 228 229 4 1 4 0 0 0 0 1 0 1
770 7 7 1310 1313 253 255 3 2 6 0 0 0 0 1 0 1
1037 7 7 277 280 291 292 3 1 3 0 0 0 0 1 0 1
1197 7 6 1298 1300 311 313 2 2 4 0 0 0 1 1 0 1
1200 7 7 424 428 312 313 4 1 4 0 0 0 0 1 0 1
1221 7 7 1002 1008 314 314 6 0 0 0 0 0 0 1 0 0
1327 7 7 1268 1270 329 331 2 2 4 0 0 0 1 1 0 1
1565 7 7 679 684 383 384 5 1 5 0 0 0 0 1 0 1
2158 7 7 1035 1038 515 517 3 2 6 0 0 0 0 1 0 1
2215 7 7 363 366 531 534 3 3 9 0 0 0 1 1 0 1
2240 7 7 1475 1481 541 541 6 0 0 0 0 0 0 1 0 0
2260 7 7 1164 1167 552 553 3 1 3 0 0 0 0 1 0 1
263 6 6 1610 1612 141 143 2 2 4 0 0 0 1 1 0 1
381 6 6 1615 1618 169 170 3 1 3 0 0 0 0 1 0 1
535 6 6 1455 1457 200 203 2 3 6 0 0 0 0 1 0 1
553 6 6 1419 1420 204 207 1 3 3 0 0 0 0 1 0 1
697 6 6 1736 1740 234 235 4 1 4 0 0 0 0 1 0 1
747 6 6 0 1 250 252 1 2 2 0 0 0 0 1 0 1
787 6 6 1325 1327 255 258 2 3 6 0 0 0 0 1 0 1
792 6 6 1408 1410 256 258 2 2 4 0 0 0 1 1 0 1
874 6 6 1560 1563 269 271 3 2 6 0 0 0 0 1 0 1
924 6 5 1766 1768 276 278 2 2 4 0 0 0 1 1 0 1
955 6 6 1735 1737 279 281 2 2 4 0 0 0 1 1 0 1
965 6 6 290 293 281 282 3 1 3 0 0 0 0 1 0 1
1064 6 6 525 528 293 294 3 1 3 0 0 0 0 1 0 1
1136 6 6 838 843 301 301 5 0 0 0 0 0 0 1 0 0
1259 6 6 569 572 319 321 3 2 6 0 0 0 0 1 0 1
