# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
161 4342 1448 107 826 1022 1054 719 32 23008 1 1 1 0 0 1 0
139 4117 1240 992 1606 1014 1028 614 14 8596 1 0 1 0 0 1 1
106 681 102 1717 1738 702 744 21 42 882 1 0 1 0 1 0 1
68 655 101 1712 1732 647 689 20 42 840 1 0 1 0 1 0 1
33 654 193 1705 1727 587 634 22 47 1034 1 0 1 0 1 0 1
44 385 88 1085 1115 611 625 30 14 420 1 0 1 0 1 0 1
7 294 99 1538 1565 462 491 27 29 783 1 0 0 1 1 1 1
62 281 77 1087 1102 643 664 15 21 315 1 0 0 0 1 0 1
69 151 75 1240 1253 649 673 13 24 312 1 0 0 0 1 1 1
124 148 91 592 620 971 982 28 11 308 1 0 0 0 1 1 1
97 118 44 713 733 683 690 20 7 140 0 0 0 0 1 0 1
52 110 42 1384 1399 617 629 15 12 180 0 0 0 1 1 0 1
99 80 32 662 676 685 691 14 6 84 0 0 0 0 1 0 1
28 74 49 377 381 556 585 4 29 116 0 0 0 0 1 0 1
154 72 45 895 916 1018 1022 21 4 84 0 0 0 0 1 0 1
172 58 58 1622 1651 1028 1029 29 1 29 0 0 0 0 1 0 1
92 53 25 1241 1246 677 687 5 10 50 0 0 0 0 1 0 1
1 51 25 973 980 277 286 7 9 63 0 0 0 1 1 0 1
104 51 26 1242 1246 692 702 4 10 40 0 0 0 0 1 0 1
120 48 36 644 661 936 940 17 4 68 0 0 0 0 1 0 1
11 34 20 1542 1551 467 471 9 4 36 0 0 0 0 1 0 1
25 31 22 377 381 539 548 4 9 36 0 0 0 0 1 0 1
88 26 16 1093 1097 670 676 4 6 24 0 0 0 0 1 0 1
22 24 24 377 378 504 520 1 16 16 0 0 0 0 1 0 1
60 17 16 1074 1081 642 646 7 4 28 0 0 0 0 1 0 1
127 15 14 621 626 973 978 5 5 25 0 0 0 1 1 1 1
13 14 11 1529 1531 472 477 2 5 10 0 0 0 0 1 0 1
20 11 9 377 379 492 496 2 4 8 0 0 0 0 1 0 1
90 10 9 1069 1071 672 676 2 4 8 0 0 0 0 1 0 1
94 8 7 1018 1021 681 683 3 2 6 0 0 0 0 1 0 1
43 6 6 378 378 606 611 0 5 0 0 0 0 0 1 0 0
110 6 6 715 720 706 706 5 0 0 0 0 0 0 1 0 0
96 5 5 973 976 682 683 3 1 3 0 0 0 0 1 0 1
2 4 4 942 943 282 284 1 2 2 0 0 0 0 1 0 1
59 4 4 1073 1075 632 633 2 1 2 0 0 0 0 1 0 1
24 3 3 380 381 527 528 1 1 1 0 0 0 1 1 0 1
36 3 3 381 381 596 598 0 2 0 0 0 0 0 1 0 0
41 3 3 378 378 599 601 0 2 0 0 0 0 0 1 0 0
76 3 3 1177 1177 653 655 0 2 0 0 0 0 0 1 0 0
123 3 3 622 624 969 969 2 0 0 0 0 0 0 1 0 0
6 2 2 991 991 313 314 0 1 0 0 0 0 0 1 0 0
169 2 2 1612 1613 1027 1027 1 0 0 0 0 0 0 1 0 0
170 2 2 1620 1621 1027 1027 1 0 0 0 0 0 0 1 0 0
4 1 1 944 944 285 285 0 0 0 0 0 0 1 1 0 0
5 1 1 991 991 309 309 0 0 0 0 0 0 1 1 0 0
42 1 1 377 377 605 605 0 0 0 0 0 0 1 1 0 0
77 1 1 1181 1181 653 653 0 0 0 0 0 0 1 1 0 0
109 1 1 433 433 706 706 0 0 0 0 0 0 1 1 0 0
111 1 1 1716 1716 707 707 0 0 0 0 0 0 1 1 0 0
166 1 1 1615 1615 1026 1026 0 0 0 0 0 0 1 1 0 0
