# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
127 3792 1425 122 826 1020 1053 704 33 23232 1 1 1 0 0 1 0
117 3215 1212 992 1591 1015 1027 599 12 7188 1 0 1 0 0 1 1
42 673 93 1687 1719 549 571 32 22 704 1 0 1 0 1 0 1
62 632 253 1097 1120 612 649 23 37 851 1 0 1 0 1 0 1
66 506 130 1245 1265 619 661 20 42 840 1 0 1 0 1 0 1
18 344 92 1888 1919 332 350 31 18 558 1 0 1 0 1 0 1
48 232 136 1112 1138 556 592 26 36 936 1 0 0 0 1 1 1
107 131 39 1247 1255 697 713 8 16 128 0 0 0 0 1 0 1
92 130 41 1247 1255 670 688 8 18 144 0 0 0 0 1 0 1
104 130 55 126 145 694 704 19 10 190 0 0 0 0 1 0 1
7 115 56 1892 1911 302 312 19 10 190 0 0 0 0 1 0 1
96 93 39 776 793 675 681 17 6 102 0 0 0 0 1 0 1
79 81 44 1220 1230 632 642 10 10 100 0 0 0 1 1 0 1
2 78 32 898 907 233 246 9 13 117 0 0 0 0 1 0 1
125 61 43 896 916 1019 1021 20 2 40 0 0 0 0 1 0 1
13 50 28 1867 1875 313 324 8 11 88 0 0 0 0 1 1 1
97 45 23 732 742 676 681 10 5 50 0 0 0 0 1 0 1
17 37 37 0 1 326 345 1 19 19 0 0 0 0 1 0 1
14 36 29 1907 1919 323 328 12 5 60 0 0 0 0 1 1 1
30 36 29 122 124 452 469 2 17 34 0 0 0 0 1 0 1
91 26 17 1111 1115 662 669 4 7 28 0 0 0 0 1 0 1
3 22 14 864 867 236 241 3 5 15 0 0 0 0 1 0 1
39 19 15 122 124 533 540 2 7 14 0 0 0 0 1 0 1
28 15 13 122 124 440 446 2 6 12 0 0 0 0 1 0 1
34 15 15 122 122 482 496 0 14 0 0 0 0 0 1 0 0
114 15 12 881 886 788 791 5 3 15 0 0 0 0 1 0 1
6 12 12 919 920 272 277 1 5 5 0 0 0 0 1 0 1
99 11 9 1112 1114 676 680 2 4 8 0 0 0 0 1 0 1
113 9 8 887 890 782 784 3 2 6 0 0 0 0 1 0 1
24 8 8 122 123 421 426 1 5 5 0 0 0 0 1 0 1
138 7 7 1600 1606 1026 1026 6 0 0 0 0 0 0 1 0 0
23 6 6 123 123 407 412 0 5 0 0 0 0 0 1 0 0
26 6 6 122 123 433 436 1 3 3 0 0 0 0 1 0 1
37 6 6 121 124 517 519 3 2 6 0 0 0 0 1 0 1
54 6 6 1110 1111 569 571 1 2 2 0 0 0 0 1 0 1
58 6 6 120 121 587 590 1 3 3 0 0 0 0 1 0 1
5 5 5 917 918 269 271 1 2 2 0 0 0 0 1 0 1
103 5 5 1112 1113 689 691 1 2 2 0 0 0 0 1 0 1
55 4 4 121 121 570 573 0 3 0 0 0 0 0 1 0 0
33 3 3 125 126 480 481 1 1 1 0 0 0 1 1 0 1
36 3 3 125 125 515 517 0 2 0 0 0 0 0 1 0 0
41 3 3 122 123 547 548 1 1 1 0 0 0 1 1 0 1
1 2 2 881 882 226 226 1 0 0 0 0 0 0 1 0 0
61 2 2 1105 1106 590 590 1 0 0 0 0 0 0 1 0 0
77 2 2 1123 1124 631 631 1 0 0 0 0 0 0 1 0 0
90 2 2 1082 1083 662 662 1 0 0 0 0 0 0 1 0 0
131 2 2 1605 1606 1022 1022 1 0 0 0 0 0 0 1 0 0
31 1 1 125 125 471 471 0 0 0 0 0 0 1 1 0 0
32 1 1 121 121 475 475 0 0 0 0 0 0 1 1 0 0
35 1 1 123 123 511 511 0 0 0 0 0 0 1 1 0 0
38 1 1 124 124 526 526 0 0 0 0 0 0 1 1 0 0
40 1 1 124 124 545 545 0 0 0 0 0 0 1 1 0 0
51 1 1 122 122 563 563 0 0 0 0 0 0 1 1 0 0
56 1 1 1232 1232 573 573 0 0 0 0 0 0 1 1 0 0
57 1 1 120 120 574 574 0 0 0 0 0 0 1 1 0 0
137 1 1 1595 1595 1026 1026 0 0 0 0 0 0 1 1 0 0
151 1 1 917 917 1036 1036 0 0 0 0 0 0 1 1 0 0
