# label area perimeter xmin xmax ymin ymax
233 15 14 685 687 738 746
235 40 24 141 149 739 747
236 1 1 171 171 739 739
238 8 8 1181 1188 739 739
240 1 1 97 97 740 740
241 2 2 629 629 740 741
242 1 1 1175 1175 740 740
243 4 4 1189 1191 740 741
245 3 3 1174 1174 741 743
248 50 37 750 766 742 746
250 29 20 10 14 743 752
258 2110 527 523 749 744 782
260 3 3 1027 1029 744 744
261 45 24 2 7 745 753
262 1 1 28 28 745 745
267 1 1 64 64 746 746
270 1 1 637 637 747 747
273 2 2 1023 1023 747 748
275 3 3 939 940 748 749
277 1 1 28 28 749 749
279 2 2 173 173 749 750
283 10 9 141 143 751 755
289 10 8 362 365 752 755
301 37 27 172 177 755 768
307 3 3 351 353 757 757
308 2 2 592 593 757 757
312 1 1 307 307 758 758
317 526 164 319 366 759 788
329 3 3 552 553 761 762
330 3 3 557 558 761 762
345 1 1 202 202 767 767
346 1 1 311 311 767 767
349 6 6 937 942 767 767
350 1 1 947 947 767 767
352 141 84 270 307 768 779
355 5 5 198 199 769 772
357 4 4 313 314 769 771
360 469 132 457 510 769 789
363 112 38 1066 1078 769 781
364 4722 657 1255 1577 769 829
377 2 2 206 206 773 774
379 16 14 1431 1435 773 777
380 45 38 1444 1462 773 776
387 152 96 2 21 775 797
398 1 1 1202 1202 776 776
399 2 2 1208 1209 776 776
401 3 3 208 209 777 778
408 1 1 196 196 778 778
409 1 1 213 213 778 778
410 1 1 315 315 778 778
415 1 1 197 197 779 779
416 2 2 210 211 779 779
417 1 1 314 314 779 779
421 1 1 199 199 780 780
422 2 2 423 423 780 781
427 4641 1130 2 350 782 841
449 1 1 354 354 788 788
454 106 76 725 766 789 794
460 1 1 1054 1054 791 791
461 8 8 1059 1064 791 792
464 3 3 412 412 792 794
465 1 1 442 442 792 792
467 1 1 1028 1028 792 792
468 6 6 1037 1042 792 792
469 12 12 2 6 793 797
470 8 8 245 250 793 794
479 8 8 22 29 796 796
480 13 13 33 45 796 796
481 3 3 51 52 796 797
482 4 4 157 160 796 796
484 1 1 408 408 796 796
485 1 1 442 442 796 796
486 53 53 1025 1071 796 799
487 7 7 55 61 797 797
488 5 5 393 396 797 798
489 1 1 425 425 797 797
490 3 3 67 69 798 798
491 2 2 104 105 798 798
492 3 3 421 422 798 799
494 20 20 78 97 799 799
495 2 2 101 102 799 799
496 1 1 1072 1072 799 799
498 13 12 337 344 801 803
499 5 5 395 396 801 803
502 12 12 110 119 803 804
503 16 16 131 141 803 804
514 1 1 427 427 807 807
517 1 1 428 428 808 808
518 2 2 446 447 808 808
522 7 7 284 288 811 812
523 35 28 451 466 811 813
527 1 1 280 280 813 813
532 2 2 906 906 815 816
534 1 1 1709 1709 816 816
537 1 1 557 557 817 817
538 212 78 1692 1728 817 827
541 4 4 1150 1151 818 819
544 195 98 608 647 819 828
549 2 2 1152 1152 820 821
552 2 2 33 34 822 822
556 3 3 1731 1732 823 824
557 150 91 1740 1786 823 826
561 1 1 1736 1736 824 824
565 11 10 565 567 827 831
567 20 17 135 143 828 831
569 4 4 602 605 828 828
572 3 3 571 572 829 830
573 8 8 576 583 829 829
577 1 1 890 890 830 830
579 4 4 420 421 832 834
584 5 5 423 425 837 839
589 23 23 537 549 841 847
590 1 1 426 426 842 842
592 1 1 425 425 844 844
593 35 22 34 42 848 853
594 1 1 428 428 849 849
595 9 8 551 554 849 853
597 1 1 2 2 852 852
599 17 16 472 482 852 854
601 2 2 483 484 855 855
602 10 10 2 6 857 858
603 1 1 488 488 857 857
604 3 3 490 492 859 859
605 3 3 62 64 862 862
606 4 4 9 12 863 863
607 7 7 2 8 864 864
608 15 15 21 32 876 878
609 6 6 36 41 876 876
610 58 48 8 33 877 884
615 2 2 2 3 897 897
616 4 4 9 11 900 901
617 1 1 4 4 901 901
619 11 9 5 8 902 904
620 1 1 109 109 931 931
621 11 10 119 125 932 934
623 2 2 53 54 946 946
624 1 1 58 58 946 946
625 5 5 140 144 960 960
626 1 1 102 102 969 969
627 3 3 99 101 970 970
