# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
599 17 16 472 482 852 854 11 3 33 0 0 0 0 1 1 1
379 16 14 1431 1435 773 777 5 5 25 0 0 0 1 1 0 1
503 16 16 131 141 803 804 11 2 22 0 0 0 0 1 0 1
61 15 12 1274 1278 667 672 5 6 30 0 0 0 1 1 1 1
233 15 14 685 687 738 746 3 9 27 0 0 0 0 1 1 1
608 15 15 21 32 876 878 12 3 36 0 0 0 0 1 1 1
97 13 13 211 217 696 701 7 6 42 0 0 0 1 1 1 1
480 13 13 33 45 796 796 13 1 13 0 0 0 0 1 0 1
498 13 12 337 344 801 803 8 3 24 0 0 0 0 1 1 1
14 12 12 427 433 590 593 7 4 28 0 0 0 0 1 1 1
137 12 12 315 321 707 711 7 5 35 0 0 0 0 1 1 1
469 12 12 2 6 793 797 5 5 25 0 0 0 1 1 1 1
502 12 12 110 119 803 804 10 2 20 0 0 0 0 1 1 1
215 11 11 97 103 735 737 7 3 21 0 0 0 0 1 1 1
565 11 10 565 567 827 831 3 5 15 0 0 0 0 1 0 1
619 11 9 5 8 902 904 4 3 12 0 0 0 1 1 0 1
621 11 10 119 125 932 934 7 3 21 0 0 0 0 1 1 1
81 10 10 67 71 684 689 5 6 30 0 0 0 1 1 1 1
153 10 9 279 283 717 720 5 4 20 0 0 0 1 1 1 1
196 10 10 26 32 732 733 7 2 14 0 0 0 0 1 0 1
283 10 9 141 143 751 755 3 5 15 0 0 0 0 1 0 1
289 10 8 362 365 752 755 4 4 16 0 0 0 1 1 0 1
602 10 10 2 6 857 858 5 2 10 0 0 0 0 1 0 1
156 9 9 171 174 718 721 4 4 16 0 0 0 1 1 1 1
595 9 8 551 554 849 853 4 5 20 0 0 0 1 1 1 1
92 8 8 92 97 692 694 6 3 18 0 0 0 0 1 1 1
96 8 8 133 136 696 698 4 3 12 0 0 0 1 1 0 1
99 8 8 40 41 697 703 2 7 14 0 0 0 0 1 1 1
238 8 8 1181 1188 739 739 8 1 8 0 0 0 0 1 0 1
461 8 8 1059 1064 791 792 6 2 12 0 0 0 0 1 0 1
470 8 8 245 250 793 794 6 2 12 0 0 0 0 1 0 1
479 8 8 22 29 796 796 8 1 8 0 0 0 0 1 0 1
573 8 8 576 583 829 829 8 1 8 0 0 0 0 1 0 1
154 7 7 603 605 717 719 3 3 9 0 0 0 1 1 0 1
179 7 7 56 57 726 729 2 4 8 0 0 0 0 1 0 1
487 7 7 55 61 797 797 7 1 7 0 0 0 0 1 0 1
522 7 7 284 288 811 812 5 2 10 0 0 0 0 1 0 1
607 7 7 2 8 864 864 7 1 7 0 0 0 0 1 0 1
50 6 6 121 123 651 653 3 3 9 0 0 0 1 1 0 1
349 6 6 937 942 767 767 6 1 6 0 0 0 0 1 0 1
468 6 6 1037 1042 792 792 6 1 6 0 0 0 0 1 0 1
609 6 6 36 41 876 876 6 1 6 0 0 0 0 1 0 1
84 5 5 79 81 687 688 3 2 6 0 0 0 0 1 0 1
355 5 5 198 199 769 772 2 4 8 0 0 0 0 1 0 1
488 5 5 393 396 797 798 4 2 8 0 0 0 0 1 0 1
499 5 5 395 396 801 803 2 3 6 0 0 0 0 1 0 1
584 5 5 423 425 837 839 3 3 9 0 0 0 1 1 1 1
625 5 5 140 144 960 960 5 1 5 0 0 0 0 1 0 1
6 4 4 396 399 171 171 4 1 4 0 0 0 0 1 0 1
123 4 4 300 303 703 703 4 1 4 0 0 0 0 1 0 1
219 4 4 5 6 736 737 2 2 4 0 0 0 1 1 0 1
243 4 4 1189 1191 740 741 3 2 6 0 0 0 0 1 0 1
357 4 4 313 314 769 771 2 3 6 0 0 0 0 1 0 1
482 4 4 157 160 796 796 4 1 4 0 0 0 0 1 0 1
541 4 4 1150 1151 818 819 2 2 4 0 0 0 1 1 0 1
569 4 4 602 605 828 828 4 1 4 0 0 0 0 1 0 1
579 4 4 420 421 832 834 2 3 6 0 0 0 0 1 0 1
606 4 4 9 12 863 863 4 1 4 0 0 0 0 1 0 1
616 4 4 9 11 900 901 3 2 6 0 0 0 0 1 0 1
5 3 3 394 395 169 170 2 2 4 0 0 0 1 1 0 1
71 3 3 92 94 675 675 3 1 3 0 0 0 0 1 0 1
80 3 3 89 90 683 684 2 2 4 0 0 0 1 1 0 1
100 3 3 143 144 697 698 2 2 4 0 0 0 1 1 0 1
103 3 3 677 677 697 699 1 3 3 0 0 0 0 1 0 1
119 3 3 212 214 702 702 3 1 3 0 0 0 0 1 0 1
120 3 3 294 294 702 704 1 3 3 0 0 0 0 1 0 1
202 3 3 629 629 733 735 1 3 3 0 0 0 0 1 0 1
214 3 3 81 82 735 736 2 2 4 0 0 0 1 1 0 1
229 3 3 94 95 737 738 2 2 4 0 0 0 1 1 0 1
245 3 3 1174 1174 741 743 1 3 3 0 0 0 0 1 0 1
260 3 3 1027 1029 744 744 3 1 3 0 0 0 0 1 0 1
275 3 3 939 940 748 749 2 2 4 0 0 0 1 1 0 1
307 3 3 351 353 757 757 3 1 3 0 0 0 0 1 0 1
329 3 3 552 553 761 762 2 2 4 0 0 0 1 1 0 1
330 3 3 557 558 761 762 2 2 4 0 0 0 1 1 0 1
401 3 3 208 209 777 778 2 2 4 0 0 0 1 1 0 1
464 3 3 412 412 792 794 1 3 3 0 0 0 0 1 0 1
481 3 3 51 52 796 797 2 2 4 0 0 0 1 1 0 1
490 3 3 67 69 798 798 3 1 3 0 0 0 0 1 0 1
492 3 3 421 422 798 799 2 2 4 0 0 0 1 1 0 1
556 3 3 1731 1732 823 824 2 2 4 0 0 0 1 1 0 1
572 3 3 571 572 829 830 2 2 4 0 0 0 1 1 0 1
604 3 3 490 492 859 859 3 1 3 0 0 0 0 1 0 1
605 3 3 62 64 862 862 3 1 3 0 0 0 0 1 0 1
627 3 3 99 101 970 970 3 1 3 0 0 0 0 1 0 1
2 2 2 396 397 161 161 2 1 2 0 0 0 0 1 0 1
60 2 2 1265 1265 667 668 1 2 2 0 0 0 0 1 0 1
118 2 2 143 144 702 702 2 1 2 0 0 0 0 1 0 1
134 2 2 70 70 706 707 1 2 2 0 0 0 0 1 0 1
158 2 2 599 599 718 719 1 2 2 0 0 0 0 1 0 1
175 2 2 948 948 723 724 1 2 2 0 0 0 0 1 0 1
208 2 2 509 509 734 735 1 2 2 0 0 0 0 1 0 1
224 2 2 951 951 736 737 1 2 2 0 0 0 0 1 0 1
241 2 2 629 629 740 741 1 2 2 0 0 0 0 1 0 1
273 2 2 1023 1023 747 748 1 2 2 0 0 0 0 1 0 1
279 2 2 173 173 749 750 1 2 2 0 0 0 0 1 0 1
308 2 2 592 593 757 757 2 1 2 0 0 0 0 1 0 1
377 2 2 206 206 773 774 1 2 2 0 0 0 0 1 0 1
399 2 2 1208 1209 776 776 2 1 2 0 0 0 0 1 0 1
416 2 2 210 211 779 779 2 1 2 0 0 0 0 1 0 1
422 2 2 423 423 780 781 1 2 2 0 0 0 0 1 0 1
491 2 2 104 105 798 798 2 1 2 0 0 0 0 1 0 1
495 2 2 101 102 799 799 2 1 2 0 0 0 0 1 0 1
518 2 2 446 447 808 808 2 1 2 0 0 0 0 1 0 1
532 2 2 906 906 815 816 1 2 2 0 0 0 0 1 0 1
549 2 2 1152 1152 820 821 1 2 2 0 0 0 0 1 0 1
552 2 2 33 34 822 822 2 1 2 0 0 0 0 1 0 1
601 2 2 483 484 855 855 2 1 2 0 0 0 0 1 0 1
615 2 2 2 3 897 897 2 1 2 0 0 0 0 1 0 1
623 2 2 53 54 946 946 2 1 2 0 0 0 0 1 0 1
1 1 1 395 395 160 160 1 1 1 0 0 0 1 1 0 1
8 1 1 446 446 196 196 1 1 1 0 0 0 1 1 0 1
40 1 1 495 495 636 636 1 1 1 0 0 0 1 1 0 1
48 1 1 120 120 650 650 1 1 1 0 0 0 1 1 0 1
49 1 1 91 91 651 651 1 1 1 0 0 0 1 1 0 1
51 1 1 125 125 656 656 1 1 1 0 0 0 1 1 0 1
52 1 1 126 126 657 657 1 1 1 0 0 0 1 1 0 1
53 1 1 665 665 658 658 1 1 1 0 0 0 1 1 0 1
66 1 1 106 106 673 673 1 1 1 0 0 0 1 1 0 1
72 1 1 662 662 675 675 1 1 1 0 0 0 1 1 0 1
82 1 1 66 66 686 686 1 1 1 0 0 0 1 1 0 1
85 1 1 111 111 687 687 1 1 1 0 0 0 1 1 0 1
87 1 1 110 110 688 688 1 1 1 0 0 0 1 1 0 1
88 1 1 503 503 688 688 1 1 1 0 0 0 1 1 0 1
95 1 1 1304 1304 695 695 1 1 1 0 0 0 1 1 0 1
98 1 1 225 225 696 696 1 1 1 0 0 0 1 1 0 1
108 1 1 32 32 700 700 1 1 1 0 0 0 1 1 0 1
115 1 1 131 131 701 701 1 1 1 0 0 0 1 1 0 1
117 1 1 130 130 702 702 1 1 1 0 0 0 1 1 0 1
121 1 1 298 298 702 702 1 1 1 0 0 0 1 1 0 1
128 1 1 114 114 704 704 1 1 1 0 0 0 1 1 0 1
133 1 1 207 207 705 705 1 1 1 0 0 0 1 1 0 1
135 1 1 74 74 706 706 1 1 1 0 0 0 1 1 0 1
138 1 1 66 66 708 708 1 1 1 0 0 0 1 1 0 1
139 1 1 927 927 708 708 1 1 1 0 0 0 1 1 0 1
140 1 1 65 65 709 709 1 1 1 0 0 0 1 1 0 1
142 1 1 962 962 710 710 1 1 1 0 0 0 1 1 0 1
144 1 1 960 960 711 711 1 1 1 0 0 0 1 1 0 1
145 1 1 169 169 712 712 1 1 1 0 0 0 1 1 0 1
146 1 1 846 846 712 712 1 1 1 0 0 0 1 1 0 1
148 1 1 781 781 713 713 1 1 1 0 0 0 1 1 0 1
151 1 1 963 963 714 714 1 1 1 0 0 0 1 1 0 1
152 1 1 288 288 716 716 1 1 1 0 0 0 1 1 0 1
160 1 1 609 609 718 718 1 1 1 0 0 0 1 1 0 1
161 1 1 625 625 718 718 1 1 1 0 0 0 1 1 0 1
166 1 1 166 166 719 719 1 1 1 0 0 0 1 1 0 1
167 1 1 624 624 719 719 1 1 1 0 0 0 1 1 0 1
172 1 1 60 60 722 722 1 1 1 0 0 0 1 1 0 1
173 1 1 570 570 722 722 1 1 1 0 0 0 1 1 0 1
174 1 1 58 58 723 723 1 1 1 0 0 0 1 1 0 1
183 1 1 47 47 727 727 1 1 1 0 0 0 1 1 0 1
189 1 1 119 119 728 728 1 1 1 0 0 0 1 1 0 1
236 1 1 171 171 739 739 1 1 1 0 0 0 1 1 0 1
240 1 1 97 97 740 740 1 1 1 0 0 0 1 1 0 1
242 1 1 1175 1175 740 740 1 1 1 0 0 0 1 1 0 1
262 1 1 28 28 745 745 1 1 1 0 0 0 1 1 0 1
267 1 1 64 64 746 746 1 1 1 0 0 0 1 1 0 1
270 1 1 637 637 747 747 1 1 1 0 0 0 1 1 0 1
277 1 1 28 28 749 749 1 1 1 0 0 0 1 1 0 1
312 1 1 307 307 758 758 1 1 1 0 0 0 1 1 0 1
345 1 1 202 202 767 767 1 1 1 0 0 0 1 1 0 1
346 1 1 311 311 767 767 1 1 1 0 0 0 1 1 0 1
350 1 1 947 947 767 767 1 1 1 0 0 0 1 1 0 1
398 1 1 1202 1202 776 776 1 1 1 0 0 0 1 1 0 1
408 1 1 196 196 778 778 1 1 1 0 0 0 1 1 0 1
409 1 1 213 213 778 778 1 1 1 0 0 0 1 1 0 1
410 1 1 315 315 778 778 1 1 1 0 0 0 1 1 0 1
415 1 1 197 197 779 779 1 1 1 0 0 0 1 1 0 1
417 1 1 314 314 779 779 1 1 1 0 0 0 1 1 0 1
421 1 1 199 199 780 780 1 1 1 0 0 0 1 1 0 1
449 1 1 354 354 788 788 1 1 1 0 0 0 1 1 0 1
460 1 1 1054 1054 791 791 1 1 1 0 0 0 1 1 0 1
465 1 1 442 442 792 792 1 1 1 0 0 0 1 1 0 1
467 1 1 1028 1028 792 792 1 1 1 0 0 0 1 1 0 1
484 1 1 408 408 796 796 1 1 1 0 0 0 1 1 0 1
485 1 1 442 442 796 796 1 1 1 0 0 0 1 1 0 1
489 1 1 425 425 797 797 1 1 1 0 0 0 1 1 0 1
496 1 1 1072 1072 799 799 1 1 1 0 0 0 1 1 0 1
514 1 1 427 427 807 807 1 1 1 0 0 0 1 1 0 1
517 1 1 428 428 808 808 1 1 1 0 0 0 1 1 0 1
527 1 1 280 280 813 813 1 1 1 0 0 0 1 1 0 1
534 1 1 1709 1709 816 816 1 1 1 0 0 0 1 1 0 1
537 1 1 557 557 817 817 1 1 1 0 0 0 1 1 0 1
561 1 1 1736 1736 824 824 1 1 1 0 0 0 1 1 0 1
577 1 1 890 890 830 830 1 1 1 0 0 0 1 1 0 1
590 1 1 426 426 842 842 1 1 1 0 0 0 1 1 0 1
592 1 1 425 425 844 844 1 1 1 0 0 0 1 1 0 1
594 1 1 428 428 849 849 1 1 1 0 0 0 1 1 0 1
597 1 1 2 2 852 852 1 1 1 0 0 0 1 1 0 1
603 1 1 488 488 857 857 1 1 1 0 0 0 1 1 0 1
617 1 1 4 4 901 901 1 1 1 0 0 0 1 1 0 1
620 1 1 109 109 931 931 1 1 1 0 0 0 1 1 0 1
624 1 1 58 58 946 946 1 1 1 0 0 0 1 1 0 1
626 1 1 102 102 969 969 1 1 1 0 0 0 1 1 0 1
